Mesozone,NAICS,Employment
203,31,13339
203,32,42497
203,33,223464
203,42,89860
203,44,166846
203,45,82117
203,48,49833
203,49,27252
203,51,33900
203,52,80769
203,53,33662
203,54,216184
203,55,48004
203,56,145390
203,61,80780
203,62,322596
203,71,29660
203,72,201222
203,81,67400
204,11,9159
204,21,0
204,22,909
204,23,27417
204,31,16212
204,32,29380
204,33,91299
204,42,31989
204,44,41645
204,45,23723
204,48,11578
204,49,5792
204,51,5411
204,52,20186
204,53,4519
204,54,22771
204,55,6327
204,56,63451
204,61,19068
204,62,76697
204,71,6862
204,72,50664
204,81,20164
205,11,15360
205,21,454
205,22,1321
205,23,47578
205,31,14562
205,32,30579
205,33,90505
205,42,32355
205,44,91872
205,45,53444
205,48,15336
205,49,11233
205,51,8720
205,52,37083
205,53,9733
205,54,34410
205,55,6113
205,56,46283
205,61,33930
205,62,104651
205,71,12309
205,72,113958
205,81,43362
206,11,5852
206,21,597
206,22,5202
206,23,84020
206,31,22090
206,32,47388
206,33,125109
206,42,89676
206,44,132986
206,45,68623
206,48,46995
206,49,23176
206,51,36530
206,52,110241
206,53,26864
206,54,129771
206,55,72839
206,56,105259
206,61,106279
206,62,281247
206,71,34463
206,72,157700
206,81,65155
207,11,14459
207,21,3418
207,22,1826
207,23,32534
207,31,20721
207,32,10246
207,33,28980
207,42,21323
207,44,63287
207,45,27307
207,48,14117
207,49,5333
207,51,5255
207,52,19529
207,53,4366
207,54,15050
207,55,3085
207,56,14922
207,61,20588
207,62,113167
207,71,8054
207,72,63476
207,81,22790
208,11,8728
208,21,1481
208,22,7075
208,23,35779
208,31,13283
208,32,20081
208,33,43071
208,42,25571
208,44,88825
208,45,48308
208,48,22166
208,49,16345
208,51,8033
208,52,28456
208,53,9977
208,54,27676
208,55,9294
208,56,47841
208,61,40793
208,62,109939
208,71,6277
208,72,119931
208,81,19822
209,11,967
209,21,169
209,22,2166
209,23,28224
209,31,4046
209,32,11455
209,33,27322
209,42,22569
209,44,43717
209,45,19761
209,48,15257
209,49,8188
209,51,10744
209,52,23021
209,53,7547
209,54,49022
209,55,10567
209,56,27654
209,61,36874
209,62,76281
209,71,11079
209,72,58010
209,81,16349
210,11,729
210,21,775
210,22,3403
210,23,53922
210,31,11980
210,32,27479
210,33,40575
210,42,47342
210,44,77079
210,45,38109
210,48,22440
210,49,15330
210,51,25817
210,52,55304
210,53,16639
210,54,65970
210,55,39671
210,56,68760
210,61,78960
210,62,180645
210,71,18820
210,72,104900
210,81,33723
211,11,6339
211,21,699
211,22,3338
211,23,36554
211,31,20325
211,32,14532
211,33,31905
211,42,32389
211,44,79104
211,45,40990
211,48,24110
211,49,11140
211,51,9473
211,52,29466
211,53,7994
211,54,26948
211,55,11933
211,56,31292
211,61,41487
211,62,109907
211,71,10776
211,72,91709
211,81,23364
212,11,4432
212,21,2043
212,22,1616
212,23,26383
212,31,3349
212,32,5171
212,33,6667
212,42,15136
212,44,37448
212,45,18078
212,48,7851
212,49,4175
212,51,4413
212,52,13218
212,53,4695
212,54,20433
212,55,1516
212,56,13496
212,61,20324
212,62,48445
212,71,10515
212,72,51529
212,81,17279
213,11,11833
213,21,171
213,22,1721
213,23,48078
213,31,20645
213,32,13768
213,33,26383
213,42,32217
213,44,72526
213,45,31121
213,48,28940
213,49,11510
213,51,15242
213,52,52928
213,53,8493
213,54,41810
213,55,19547
213,56,44341
213,61,40595
213,62,108515
213,71,11852
213,72,71897
213,81,23811
214,11,1196
214,21,1416
214,22,2811
214,23,59378
214,31,4416
214,32,8480
214,33,9633
214,42,22720
214,44,75637
214,45,34060
214,48,30627
214,49,13180
214,51,11332
214,52,26743
214,53,20904
214,54,41909
214,55,20900
214,56,77960
214,61,9752
214,62,90171
214,71,22177
214,72,268993
214,81,25134
215,11,2130
215,21,6494
215,22,1228
215,23,23015
215,31,2962
215,32,4480
215,33,11173
215,42,12015
215,44,22173
215,45,12447
215,48,7182
215,49,14601
215,51,2612
215,52,7585
215,53,5105
215,54,13637
215,55,3719
215,56,18351
215,61,2517
215,62,31026
215,71,7218
215,72,48605
215,81,8216
216,11,1947
216,21,102
216,22,2094
216,23,26143
216,31,5737
216,32,13927
216,33,45027
216,42,22323
216,44,65123
216,45,30160
216,48,8382
216,49,8196
216,51,11724
216,52,22424
216,53,5124
216,54,33299
216,55,8434
216,56,31471
216,61,20231
216,62,83663
216,71,11561
216,72,57961
216,81,20156
217,11,2801
217,21,0
217,22,9443
217,23,113777
217,31,32615
217,32,74663
217,33,73755
217,42,161237
217,44,253607
217,45,96104
217,48,93283
217,49,78618
217,51,57503
217,52,134261
217,53,41752
217,54,239497
217,55,71765
217,56,202341
217,61,139950
217,62,409522
217,71,51952
217,72,215847
217,81,109118
218,11,5088
218,21,161
218,22,2264
218,23,25540
218,31,11209
218,32,15847
218,33,19148
218,42,30680
218,44,54602
218,45,22074
218,48,11286
218,49,16380
218,51,5872
218,52,21099
218,53,6087
218,54,28845
218,55,6848
218,56,41127
218,61,12143
218,62,87185
218,71,8817
218,72,44077
218,81,18335
219,11,2270
219,21,0
219,22,1400
219,23,8695
219,31,1013
219,32,1736
219,33,1390
219,42,3936
219,44,21051
219,45,7501
219,48,2266
219,49,1357
219,51,1037
219,52,3534
219,53,2453
219,54,6513
219,55,1155
219,56,6620
219,61,4293
219,62,24760
219,71,4243
219,72,46342
219,81,6669
220,11,10386
220,21,16666
220,22,5381
220,23,44206
220,31,6358
220,32,4609
220,33,10779
220,42,18572
220,44,57440
220,45,31779
220,48,12699
220,49,5963
220,51,9712
220,52,20649
220,53,9111
220,54,41925
220,55,5091
220,56,35806
220,61,17263
220,62,102906
220,71,12025
220,72,85833
220,81,19561
221,11,2264
221,21,453
221,22,841
221,23,22855
221,31,3941
221,32,9122
221,33,10746
221,42,14664
221,44,44259
221,45,17996
221,48,8832
221,49,7529
221,51,8715
221,52,21860
221,53,5126
221,54,32241
221,55,7803
221,56,21644
221,61,35926
221,62,65613
221,71,7778
221,72,45805
221,81,20199
222,11,1651
222,21,162
222,22,1927
222,23,20872
222,31,6713
222,32,16514
222,33,28960
222,42,20320
222,44,46626
222,45,18478
222,48,13392
222,49,6354
222,51,7612
222,52,29134
222,53,7789
222,54,26969
222,55,12891
222,56,29106
222,61,13717
222,62,86164
222,71,8969
222,72,54733
222,81,21263
223,11,6152
223,21,380
223,22,17268
223,23,276808
223,31,50764
223,32,47496
223,33,83569
223,42,228735
223,44,453520
223,45,168256
223,48,144355
223,49,67562
223,51,222173
223,52,403069
223,53,159278
223,54,525730
223,55,97542
223,56,356188
223,61,430988
223,62,1094237
223,71,130742
223,72,537897
223,81,270522
224,11,5406
224,21,137
224,22,1422
224,23,20409
224,31,8462
224,32,14094
224,33,33038
224,42,16913
224,44,42002
224,45,16910
224,48,8154
224,49,5532
224,51,7524
224,52,13914
224,53,6272
224,54,27290
224,55,10600
224,56,27773
224,61,39053
224,62,84724
224,71,7531
224,72,40056
224,81,18530
225,11,9337
225,21,730
225,22,5668
225,23,33803
225,31,14618
225,32,15691
225,33,43534
225,42,29235
225,44,84995
225,45,36268
225,48,16572
225,49,12658
225,51,10127
225,52,27547
225,53,8553
225,54,34361
225,55,9641
225,56,32370
225,61,76932
225,62,120856
225,71,13561
225,72,88735
225,81,34166
226,11,3265
226,21,186
226,22,3088
226,23,58520
226,31,15690
226,32,27885
226,33,46069
226,42,55422
226,44,82859
226,45,36102
226,48,33551
226,49,14290
226,51,25649
226,52,66936
226,53,16152
226,54,63918
226,55,32005
226,56,84487
226,61,57069
226,62,99536
226,71,23586
226,72,100565
226,81,26860
227,11,939
227,21,0
227,22,973
227,23,30641
227,31,18692
227,32,26985
227,33,45047
227,42,31348
227,44,53248
227,45,27280
227,48,15760
227,49,14265
227,51,6696
227,52,24072
227,53,6274
227,54,22863
227,55,14584
227,56,51878
227,61,30814
227,62,79437
227,71,8333
227,72,64864
227,81,16245
228,11,1986
228,21,0
228,22,3040
228,23,46925
228,31,4858
228,32,14834
228,33,34931
228,42,35249
228,44,67858
228,45,31328
228,48,8617
228,49,8495
228,51,25918
228,52,30733
228,53,12732
228,54,82830
228,55,12037
228,56,61989
228,61,68554
228,62,87088
228,71,14596
228,72,85568
228,81,26326
229,11,18089
229,21,225
229,22,4988
229,23,62824
229,31,33379
229,32,36134
229,33,52679
229,42,39747
229,44,131713
229,45,63665
229,48,17964
229,49,14388
229,51,10254
229,52,27199
229,53,17393
229,54,40953
229,55,11056
229,56,58401
229,61,56512
229,62,148333
229,71,16045
229,72,164862
229,81,35394
230,11,3641
230,21,14607
230,22,2916
230,23,25566
230,31,3445
230,32,3962
230,33,6003
230,42,21672
230,44,31346
230,45,12090
230,48,13594
230,49,3647
230,51,4448
230,52,16747
230,53,4328
230,54,15510
230,55,4980
230,56,11830
230,61,12562
230,62,40513
230,71,3760
230,72,33717
230,81,11941
231,11,691
231,21,22
231,22,1890
231,23,37652
231,31,11884
231,32,25298
231,33,52478
231,42,42092
231,44,54780
231,45,31855
231,48,14714
231,49,12336
231,51,11467
231,52,44882
231,53,10147
231,54,49029
231,55,34137
231,56,50342
231,61,42378
231,62,121246
231,71,19353
231,72,78443
231,81,25279
232,11,1857
232,21,687
232,22,3905
232,23,49171
232,31,10215
232,32,47768
232,33,103719
232,42,63320
232,44,98258
232,45,42086
232,48,25537
232,49,17290
232,51,20983
232,52,53901
232,53,18906
232,54,70539
232,55,46370
232,56,83767
232,61,96939
232,62,220869
232,71,26297
232,72,118325
232,81,40488
233,11,2737
233,21,244
233,22,5939
233,23,39085
233,31,11225
233,32,20508
233,33,36625
233,42,37627
233,44,71640
233,45,43647
233,48,28541
233,49,28480
233,51,17573
233,52,61422
233,53,14540
233,54,56786
233,55,36049
233,56,71369
233,61,58383
233,62,137997
233,71,15383
233,72,97685
233,81,31067
234,11,1640
234,21,0
234,22,733
234,23,14698
234,31,5015
234,32,11392
234,33,35336
234,42,15044
234,44,31994
234,45,16827
234,48,9445
234,49,6920
234,51,8614
234,52,16132
234,53,3368
234,54,22212
234,55,5817
234,56,21791
234,61,33669
234,62,69390
234,71,5435
234,72,42133
234,81,12889
235,11,6971
235,21,5404
235,22,6462
235,23,66520
235,31,27961
235,32,59532
235,33,140674
235,42,49422
235,44,115317
235,45,58133
235,48,29345
235,49,22100
235,51,9194
235,52,31982
235,53,10358
235,54,33442
235,55,14435
235,56,65797
235,61,98171
235,62,191839
235,71,16458
235,72,138166
235,81,43976
236,11,691
236,21,18702
236,22,2748
236,23,29944
236,31,4484
236,32,6775
236,33,21564
236,42,24772
236,44,44714
236,45,23736
236,48,11098
236,49,9255
236,51,7400
236,52,24130
236,53,8712
236,54,33821
236,55,9630
236,56,39542
236,61,24288
236,62,78053
236,71,9377
236,72,65669
236,81,14648
237,11,487
237,21,6381
237,22,4703
237,23,23373
237,31,2967
237,32,5903
237,33,34615
237,42,16997
237,44,33005
237,45,16244
237,48,8604
237,49,6513
237,51,7276
237,52,16680
237,53,6373
237,54,20023
237,55,5519
237,56,34962
237,61,24875
237,62,58665
237,71,6408
237,72,40947
237,81,11390
238,11,7053
238,21,13705
238,22,4363
238,23,19629
238,31,2293
238,32,4896
238,33,10768
238,42,10679
238,44,35397
238,45,18583
238,48,7961
238,49,4128
238,51,2048
238,52,13202
238,53,3732
238,54,8944
238,55,1054
238,56,13041
238,61,13951
238,62,42712
238,71,4930
238,72,40839
238,81,8056
239,11,12728
239,21,208
239,22,3604
239,23,53185
239,31,16095
239,32,17787
239,33,74065
239,42,48879
239,44,65130
239,45,35079
239,48,24063
239,49,13046
239,51,22932
239,52,35936
239,53,15841
239,54,66522
239,55,36615
239,56,58348
239,61,76572
239,62,124930
239,71,16396
239,72,90912
239,81,41890
240,11,39008
240,21,157
240,22,3300
240,23,43190
240,31,21424
240,32,23912
240,33,22918
240,42,21407
240,44,70169
240,45,38291
240,48,15805
240,49,8075
240,51,9534
240,52,16238
240,53,9742
240,54,27130
240,55,8363
240,56,38289
240,61,52731
240,62,88111
240,71,11636
240,72,87853
240,81,34639
241,11,8873
241,21,179
241,22,7881
241,23,78939
241,31,24449
241,32,48428
241,33,73672
241,42,72864
241,44,147067
241,45,64304
241,48,40479
241,49,31928
241,51,33331
241,52,98480
241,53,26745
241,54,164330
241,55,51536
241,56,111359
241,61,159709
241,62,391763
241,71,38460
241,72,160592
241,81,73698
242,11,890
242,21,7094
242,22,7819
242,23,54775
242,31,8016
242,32,22136
242,33,56015
242,42,37134
242,44,83336
242,45,43497
242,48,27890
242,49,16228
242,51,16581
242,52,56582
242,53,13032
242,54,77276
242,55,37757
242,56,54088
242,61,75533
242,62,192397
242,71,21190
242,72,100466
242,81,39868
243,11,12906
243,21,10214
243,22,12163
243,23,95812
243,31,55591
243,32,88747
243,33,129599
243,42,76792
243,44,196475
243,45,87839
243,48,63678
243,49,84924
243,51,22595
243,52,71020
243,53,15790
243,54,76967
243,55,40224
243,56,114760
243,61,94153
243,62,362718
243,71,35845
243,72,208123
243,81,78934
244,11,758
244,21,117
244,22,1266
244,23,18534
244,31,6369
244,32,9240
244,33,18472
244,42,13925
244,44,35000
244,45,13208
244,48,6612
244,49,4130
244,51,5730
244,52,25758
244,53,5266
244,54,23156
244,55,13307
244,56,26338
244,61,34952
244,62,72440
244,71,9433
244,72,48635
244,81,17011
245,11,321
245,21,0
245,22,2815
245,23,18631
245,31,1096
245,32,4758
245,33,18956
245,42,8526
245,44,29086
245,45,11315
245,48,9466
245,49,4599
245,51,4566
245,52,7744
245,53,5898
245,54,22969
245,55,2342
245,56,24846
245,61,3894
245,62,34698
245,71,4878
245,72,42619
245,81,8811
246,11,625
246,21,0
246,22,1891
246,23,25268
246,31,14180
246,32,26618
246,33,50103
246,42,24182
246,44,45201
246,45,21073
246,48,10699
246,49,10774
246,51,8182
246,52,15899
246,53,6086
246,54,23267
246,55,7089
246,56,51961
246,61,24672
246,62,58716
246,71,6416
246,72,53577
246,81,13150
247,11,7910
247,21,102
247,22,6802
247,23,49862
247,31,10291
247,32,26550
247,33,32561
247,42,30444
247,44,91582
247,45,45792
247,48,10912
247,49,14144
247,51,10765
247,52,39975
247,53,14144
247,54,39561
247,55,9171
247,56,59098
247,61,36208
247,62,106958
247,71,16935
247,72,125552
247,81,28014
248,11,4774
248,21,68
248,22,1245
248,23,21063
248,31,7207
248,32,5285
248,33,15410
248,42,18515
248,44,34314
248,45,13583
248,48,7026
248,49,3766
248,51,3840
248,52,23599
248,53,2742
248,54,12892
248,55,3691
248,56,10846
248,61,19092
248,62,51378
248,71,5983
248,72,39156
248,81,10346
249,11,398
249,21,0
249,22,242
249,23,18800
249,31,5231
249,32,11731
249,33,17557
249,42,29214
249,44,35412
249,45,18744
249,48,20402
249,49,36852
249,51,4927
249,52,15506
249,53,8014
249,54,21821
249,55,6439
249,56,51639
249,61,36571
249,62,73749
249,71,5285
249,72,45123
249,81,13603
250,11,672
250,21,185
250,22,2152
250,23,41162
250,31,10469
250,32,15461
250,33,45738
250,42,37424
250,44,67921
250,45,30731
250,48,22433
250,49,18083
250,51,20907
250,52,42850
250,53,16610
250,54,59212
250,55,20407
250,56,72722
250,61,24095
250,62,116645
250,71,13830
250,72,96674
250,81,27782
251,11,3480
251,21,276
251,22,10214
251,23,54171
251,31,14917
251,32,41128
251,33,87245
251,42,43612
251,44,114269
251,45,56142
251,48,33364
251,49,16774
251,51,12314
251,52,43814
251,53,11195
251,54,44935
251,55,14617
251,56,80314
251,61,20286
251,62,143940
251,71,14515
251,72,145797
251,81,32211
252,11,987
252,21,3452
252,22,7156
252,23,57213
252,31,4915
252,32,10089
252,33,40172
252,42,47102
252,44,73686
252,45,30121
252,48,10094
252,49,7848
252,51,28668
252,52,39083
252,53,18413
252,54,96454
252,55,6437
252,56,62189
252,61,50403
252,62,101493
252,71,13722
252,72,111405
252,81,34233
253,11,189
253,21,723
253,22,1429
253,23,17794
253,31,548
253,32,12763
253,33,5922
253,42,4969
253,44,13495
253,45,5994
253,48,4170
253,49,1521
253,51,1143
253,52,3331
253,53,2175
253,54,6420
253,55,869
253,56,6768
253,61,11367
253,62,19930
253,71,930
253,72,14811
253,81,4957
254,11,813
254,21,3578
254,22,1583
254,23,22618
254,31,1487
254,32,4050
254,33,5370
254,42,5792
254,44,15376
254,45,7076
254,48,3977
254,49,1454
254,51,1775
254,52,4452
254,53,3036
254,54,7524
254,55,910
254,56,8316
254,61,15139
254,62,30808
254,71,2342
254,72,25017
254,81,5143
255,11,3941
255,21,23334
255,22,12213
255,23,194386
255,31,31123
255,32,67214
255,33,169629
255,42,185658
255,44,253992
255,45,130768
255,48,90358
255,49,75961
255,51,81541
255,52,210346
255,53,72478
255,54,242378
255,55,51412
255,56,270242
255,61,126652
255,62,396495
255,71,52508
255,72,334664
255,81,93992
256,11,679
256,21,33
256,22,1481
256,23,15182
256,31,4084
256,32,5119
256,33,7360
256,42,10798
256,44,25307
256,45,14995
256,48,11044
256,49,3307
256,51,4484
256,52,7241
256,53,4973
256,54,8016
256,55,1248
256,56,23152
256,61,2207
256,62,45648
256,71,2404
256,72,32835
256,81,6700
257,11,3487
257,21,74633
257,22,19128
257,23,209462
257,31,16775
257,32,72234
257,33,127499
257,42,154102
257,44,220512
257,45,87403
257,48,98614
257,49,33007
257,51,32012
257,52,95710
257,53,56769
257,54,210812
257,55,41262
257,56,207113
257,61,95524
257,62,325675
257,71,35637
257,72,284392
257,81,86228
258,11,168
258,21,1852
258,22,179
258,23,1957
258,31,185
258,32,209
258,33,189
258,42,2688
258,44,8934
258,45,3594
258,48,12812
258,49,1892
258,51,745
258,52,2536
258,53,671
258,54,2450
258,55,38
258,56,6834
258,61,12595
258,62,15623
258,71,741
258,72,10382
258,81,1787
259,11,1662
259,21,6632
259,22,6368
259,23,51281
259,31,9931
259,32,9519
259,33,23571
259,42,33342
259,44,77850
259,45,36770
259,48,15580
259,49,11080
259,51,19830
259,52,64855
259,53,16945
259,54,48930
259,55,11651
259,56,67895
259,61,30082
259,62,149967
259,71,16130
259,72,116919
259,81,28751
260,11,39529
260,21,72270
260,22,15644
260,23,121698
260,31,21235
260,32,33523
260,33,57812
260,42,88616
260,44,199574
260,45,96734
260,48,47674
260,49,20898
260,51,18931
260,52,67366
260,53,26015
260,54,59694
260,55,8636
260,56,84612
260,61,119017
260,62,358277
260,71,17727
260,72,239281
260,81,59626
261,11,1281
261,21,2478
261,22,3157
261,23,60664
261,31,10755
261,32,19398
261,33,53857
261,42,39811
261,44,68277
261,45,40358
261,48,29367
261,49,15095
261,51,22067
261,52,53754
261,53,14486
261,54,68494
261,55,16217
261,56,68555
261,61,47914
261,62,91776
261,71,19432
261,72,77573
261,81,25445
262,11,2893
262,21,3971
262,22,1437
262,23,36853
262,31,7922
262,32,10014
262,33,16849
262,42,10627
262,44,34039
262,45,23974
262,48,7361
262,49,4806
262,51,13796
262,52,9290
262,53,4864
262,54,26934
262,55,1855
262,56,20443
262,61,31521
262,62,42101
262,71,6697
262,72,40713
262,81,9247
263,11,3076
263,21,452
263,22,826
263,23,15082
263,31,6087
263,32,5551
263,33,10494
263,42,8656
263,44,27986
263,45,9470
263,48,3805
263,49,3018
263,51,4124
263,52,8368
263,53,2084
263,54,13351
263,55,1653
263,56,10851
263,61,16108
263,62,30547
263,71,3801
263,72,32633
263,81,8564
264,11,1213
264,21,97
264,22,1718
264,23,37489
264,31,6150
264,32,11444
264,33,9501
264,42,24282
264,44,45618
264,45,21129
264,48,9594
264,49,11163
264,51,6220
264,52,29253
264,53,7017
264,54,39484
264,55,21023
264,56,42608
264,61,8418
264,62,71114
264,71,10507
264,72,52137
264,81,22205
265,11,564
265,21,37
265,22,1498
265,23,35510
265,31,3953
265,32,3825
265,33,26673
265,42,16516
265,44,57526
265,45,32328
265,48,15739
265,49,8962
265,51,7695
265,52,20003
265,53,10244
265,54,49304
265,55,9905
265,56,37271
265,61,11752
265,62,76447
265,71,11216
265,72,77330
265,81,23004
266,11,1480
266,21,83
266,22,1911
266,23,71522
266,31,5363
266,32,7807
266,33,11836
266,42,28167
266,44,103317
266,45,47009
266,48,30383
266,49,13105
266,51,35850
266,52,45079
266,53,18868
266,54,262841
266,55,24997
266,56,83916
266,61,39317
266,62,116092
266,71,23153
266,72,128930
266,81,63605
267,11,7176
267,21,2369
267,22,794
267,23,37835
267,31,13372
267,32,15256
267,33,24482
267,42,22298
267,44,67108
267,45,34608
267,48,12697
267,49,9982
267,51,5257
267,52,19619
267,53,7832
267,54,34515
267,55,10929
267,56,27090
267,61,10319
267,62,75235
267,71,6884
267,72,79714
267,81,28935
268,11,10669
268,21,441
268,22,8580
268,23,128941
268,31,21622
268,32,25378
268,33,152176
268,42,90075
268,44,138001
268,45,115058
268,48,61708
268,49,25139
268,51,114043
268,52,65471
268,53,38467
268,54,156583
268,55,34992
268,56,115798
268,61,144944
268,62,252563
268,71,39704
268,72,186269
268,81,71920
269,11,93679
269,21,478
269,22,5395
269,23,57387
269,31,25204
269,32,23809
269,33,27554
269,42,37164
269,44,74812
269,45,41734
269,48,17314
269,49,10494
269,51,10634
269,52,24373
269,53,10883
269,54,38794
269,55,8126
269,56,45453
269,61,37975
269,62,123764
269,71,11723
269,72,87918
269,81,25508
270,11,1104
270,21,14345
270,22,4377
270,23,24203
270,31,1053
270,32,9923
270,33,9404
270,42,15443
270,44,54686
270,45,25564
270,48,8872
270,49,5964
270,51,5789
270,52,15132
270,53,5153
270,54,22327
270,55,5418
270,56,22770
270,61,29942
270,62,98561
270,71,5303
270,72,61573
270,81,19029
271,11,1065
271,21,353
271,22,2296
271,23,33238
271,31,14524
271,32,32548
271,33,86611
271,42,39210
271,44,59650
271,45,29958
271,48,17685
271,49,11642
271,51,13901
271,52,40264
271,53,10653
271,54,41870
271,55,27931
271,56,59791
271,61,31918
271,62,146126
271,71,14032
271,72,72480
271,81,30024
272,11,24894
272,21,1969
272,22,3719
272,23,79662
272,31,56858
272,32,88100
272,33,127167
272,42,72226
272,44,138547
272,45,68659
272,48,43768
272,49,23863
272,51,26180
272,52,71803
272,53,12377
272,54,56782
272,55,38462
272,56,72951
272,61,81133
272,62,202073
272,71,22872
272,72,165353
272,81,52057
273,11,2180
273,21,16247
273,22,1402
273,23,18854
273,31,584
273,32,2073
273,33,1643
273,42,7335
273,44,19446
273,45,7934
273,48,5491
273,49,3568
273,51,2907
273,52,6303
273,53,2983
273,54,8566
273,55,635
273,56,7277
273,61,6515
273,62,23393
273,71,3749
273,72,32568
273,81,6957
